race_id,car_no,raw_finish_position,finish_status_detail,exception_name_from_html,exception_margin,exception_agari,exception_decision,exception_sb,exception_comment
3420250419030008,5,落,crash,大川龍二,,,,,打鐘接触し
3420250419040006,1,落,crash,不破将登,,,,,
3420250419040006,2,落,crash,猪狩祐樹,,,,,
3420250419040006,4,落,crash,副島和人,,,,,
3420250419040006,9,落,crash,東矢圭吾,,,,,
3420250419040011,5,落,crash,佐々木龍,,,,,
3420250428030002,7,落,crash,木幡幸仁,,,,,
3420250515010009,3,失,disqualified,二藤元太,,,,,
3420250515020004,2,落,crash,飯田憲司,,,,,
3420250515020004,1,失,disqualified,泉慶輔,,,,,
3420250515020005,1,落,crash,石橋慎太郎,,,,S,
3420250515030009,1,落,crash,市橋司優人,,,,,
3420250515030009,3,失,disqualified,河野通孝,,,,,
3420250515030012,5,落,crash,山形一気,,,,,
3420250515030012,6,落,crash,山崎歩夢,,,,,
3420250515030012,3,失,disqualified,石原颯,,,,B,
3420250523030001,7,失,disqualified,高田誠,,,,,
3420250607030004,7,落,crash,山崎功也,,,,,
3420250607030004,2,失,disqualified,村上卓茂,,,,S,
3420250625010001,2,欠,absent,大竹慎吾,,,,,
3420250625010003,4,落,crash,松本一成,,,,S,
3420250625010003,6,落,crash,富澤洋祐,,,,,
3420250625010004,3,落,crash,遠澤健二,,,,,
3420250625010005,3,落,crash,小野祐作,,,,,
3420250625010005,7,落,crash,北沢勝弘,,,,,
3420250625020001,1,欠,absent,遠澤健二,,,,,
3420250630010006,2,落,crash,高本美穂,,,,,
3420250630010006,6,落,crash,戸田瑞姫,,,,,
3420250630010007,1,落,crash,高崎千賀,,,,,
3420250630010007,5,落,crash,佐藤乃愛,,,,,
3420250630010007,6,落,crash,佐々木恵理,,,,,
3420250630010007,7,失,disqualified,磯村光舞,,,,,
3420250630030005,5,失,disqualified,高間悠平,,,,,
3420250707020003,5,失,disqualified,関敬,,,,,
3420250716020001,2,失,disqualified,飯田威文,,,,,
3420250716030009,3,落,crash,丸山直樹,,,,S,
3420250716030009,4,落,crash,仁藤秀,,,,,
3420250809010011,1,落,crash,木村直隆,,,,,
3420250809020001,2,欠,absent,長澤和光,,,,,
3420250809030002,3,落,crash,井上典善,,,,,
3420250828010001,4,失,disqualified,田上晃也,,,,,
3420250828030008,5,失,disqualified,川津悠揮,,,,,
3420250903030006,1,落,crash,小埜正義,,,,,
3420250903030006,4,落,crash,大屋健司,,,,,
3420250903030006,5,落,crash,浦川尊明,,,,,
3420250914010001,5,失,disqualified,杉山悠也,,,,,
3420250914010005,1,落,crash,鰐淵圭佑,,,,,
3420250914010005,6,落,crash,赤塚悠人,,,,,
3420250914010005,7,故,accident_finish,鷲見逸喜,,,,,
3420250914010010,5,欠,absent,神田龍,,,,,
3420250928010001,6,失,disqualified,菱沼元樹,,,,B,
3420251003010007,2,落,crash,五十嵐力,,,,,
3420251003010007,3,落,crash,宮崎大空,,,,S,
3420251003020010,1,落,crash,山口泰生,,,,S,
3420251003030006,5,失,disqualified,竹山陵太,,,,,
3420251010010001,1,落,crash,林洋二,,,,,
3420251010010001,3,落,crash,石川一浩,,,,,
3420251010010001,6,落,crash,村上順規,,,,,
3420251010010001,2,失,disqualified,大内達也,,,,,
3420251025020006,2,落,crash,小林諒,,,,,
3420251025020006,3,落,crash,田中月菜,,,,S,
3420251025020006,4,落,crash,川原未紀,,,,,
3420251025020006,7,落,crash,是永ゆうき,,,,,
3420251025020009,5,落,crash,三住博昭,,,,,
3420251025020009,6,落,crash,薮謙治,,,,,
3420251025020011,2,落,crash,菊池竣太朗,,,,,
3420251025020011,4,落,crash,筒井裕哉,,,,,
3420251025020011,7,落,crash,渡邉高志,,,,,
3420251025030001,3,失,disqualified,長岡豪,,,,,
2720230101030004,6,落,crash,三上隆幸,,,,,
2720230101030004,7,失,disqualified,高橋京治,,,,,
2720230101030012,4,失,disqualified,長屋秀明,,,,,
2720230111010003,2,欠,absent,加藤将武,,,,,
2720230111010009,6,欠,absent,伊藤成紀,,,,,
2720230111020004,5,失,disqualified,平澤秀信,,,,,
2720230123020005,3,落,crash,佐々木和紀,,,,,接触し落車
2720230123020005,6,落,crash,相樂修,,,,,乗上げ落車
2720230123020012,3,落,crash,長島大介,,,,,乗上げ落車
2720230123020012,7,落,crash,末木浩二,,,,,接触し落車
2720230129010001,2,落,crash,幡中幸弘,,,,,
2720230129010001,5,落,crash,片岡昌彰,,,,,
2720230129010004,1,失,disqualified,治田知也,,,,SB,
2720230129010009,1,落,crash,吉村和之,,,,,
2720230129010009,3,落,crash,丸山貴秀,,,,S,
2720230129010009,4,失,disqualified,高木隆弘,,,,,
2720230129030005,6,落,crash,川本恵二,,,,,
2720230129030008,5,失,disqualified,佐藤正吾,,,,S,
2720230204010005,6,失,disqualified,小原伸哉,,,,,追上げ競負
2720230204010012,3,失,disqualified,副島和人,,,,,内下り内突
2720230204030008,2,落,crash,松田優一,,,,,
2720230204030008,7,落,crash,富澤洋祐,,,,,
2720230221020007,5,落,crash,松坂英司,,,,,挟まれ落車
2720230221020007,7,落,crash,小笠原光,,,,B,Ｇ前接触落
2720230221020010,2,落,crash,山根将太,,,,,押上げられ
2720230221020010,5,落,crash,原誠宏,,,,,乗上げ落車
2720230221020010,7,失,disqualified,照井拓成,,,,,押上げ１失
2720230303010001,3,落,crash,山田武,,,,,３半接触落
2720230303010001,7,落,crash,菅原洋輔,,,,,接触し落車
2720230303010001,1,失,disqualified,塩満賢治,,,,,押上げ３失
2720230303010001,6,失,disqualified,三木翔太,,,,,押圧し２失
2720230303010005,1,失,disqualified,村上順規,,,,,橋口が外し
2720230303010007,5,落,crash,蛯原杏奈,,,,S,１角接触落
2720230303020002,3,欠,absent,二木茂則,,,,,当日欠場
2720230303020002,2,失,disqualified,木谷凉,,,,,３車出して
2720230303020003,4,欠,absent,沼川夢久,,,,,当日欠場
2720230303020005,6,失,disqualified,保科圭太,,,,,先手に乗る
2720230326010008,2,落,crash,小峰烈,,,,,
2720230326010008,4,失,disqualified,高橋大輝,,,,S,
2720230326020001,6,失,disqualified,原野隆,,,,,
2720230326020001,3,故,accident_finish,多田司,,,,,
2720230326020001,5,故,accident_finish,清水一博,,,,,
2720230326030007,4,失,disqualified,木村貴宏,,,,,
2720230415020002,1,失,disqualified,川上真吾,,,,S,内抜き１失
2720230415020005,1,失,disqualified,矢口啓一郎,,,,,好位も落失
2720230415030005,3,失,disqualified,坂口晃輔,,,,,
2720230415030005,7,故,accident_finish,武田憲祐,,,,,
2720230513010003,5,欠,absent,善方政美,,,,,当日欠場
2720230513030001,3,失,disqualified,北村匡章,,,,,
2720230523010007,5,失,disqualified,保科圭太,,,,,
2720230604020003,2,落,crash,吉村文隆,,,,,接触し落車
2720230604020011,7,欠,absent,金田涼馬,,,,,当日欠場
2720230604030012,2,落,crash,金子浩貴,,,,,
2720230604030012,4,落,crash,菱田浩二,,,,,
2720230712020003,4,落,crash,牛田樹希斗,,,,,張られ落車
2720230712020003,7,失,disqualified,法月成祐,,,,,押上げ３失
2720230712030012,1,失,disqualified,竹内智彦,,,,,
2720230810040007,8,落,crash,中川勝貴,,,,,
2720230810040007,5,失,disqualified,北村信明,,,,,
2720230902010004,6,落,crash,太田剛司,,,,,
2720230902010006,1,落,crash,武井大介,,,,S,
2720230902010006,3,落,crash,山形一気,,,,,
2720230902020003,4,落,crash,菅谷隆司,,,,,
2720230902020003,5,失,disqualified,水森湧太,,,,,
2720230902030006,6,失,disqualified,武藤篤弘,,,,,
2720230902030006,2,故,accident_finish,松尾勇吾,,,,,
2720230929010006,1,落,crash,渡辺十夢,,,,,
2720230929010006,5,落,crash,戸田洋平,,,,,
2720230929010006,6,落,crash,松尾淳,,,,,
2720230929010006,4,失,disqualified,仲野結音,,,,B,
2720231011010002,4,失,disqualified,蛯原杏奈,,,,,
2720231011020005,6,落,crash,福田拓也,,,,,
2720231011020005,1,失,disqualified,小川将人,,,,S,
2720231028010012,4,落,crash,松谷秀幸,,,,,
2720231028010012,5,失,disqualified,眞杉匠,,,,B,
2720231028020003,3,落,crash,二藤元太,,,,,絡んで落車
2720231028020006,4,失,disqualified,鈴木玄人,,,,,斜行し５失
2720231028020006,2,故,accident_finish,岩谷拓磨,,,,,絡んで故障
2720231028020011,1,落,crash,道場晃規,,,,,接触し落車
2720231028020011,3,落,crash,久田裕也,,,,B,果敢に先行
2720231028040004,7,落,crash,藤井昭吾,,,,,
2720231028040004,2,失,disqualified,志村太賀,,,,,
2720231028040008,7,落,crash,嶋田誠也,,,,,
2720231126020007,7,失,disqualified,大高彰馬,,,,,
2720231202010005,1,欠,absent,牧田悠生,,,,,
2720231202020005,6,欠,absent,幸田光博,,,,,
2720231202020009,5,失,disqualified,佐山俊樹,,,,,
2720231202030008,4,失,disqualified,小榑佑弥,,,,,
2720231215010009,2,落,crash,栗林巧,,,,S,接触し落車
2720231215010009,6,落,crash,渡邊恭典,,,,,前輪払われ
2720231215010009,3,失,disqualified,宗景祐樹,,,,,斜行し４失
2720231215020011,2,失,disqualified,小原将通,,,,,押圧し６失
2720240101010004,4,落,crash,佐山俊樹,,,,,挟まれ落車
2720240101010006,3,落,crash,真船圭一郎,,,,,３角で落車
2720240101020005,5,欠,absent,山内大作,,,,,当日欠場
2720240206010003,3,落,crash,田中俊充,,,,,
2720240206010003,2,失,disqualified,小林史也,,,,,
2720240206030008,7,欠,absent,比嘉真梨代,,,,,
2720240227010008,2,落,crash,赤塚悠人,,,,,初周接触落
2720240227010010,5,落,crash,新井剛央,,,,,日当競負け
2720240304020004,2,落,crash,土屋裕二,,,,,乗上げ落車
2720240304020004,4,落,crash,宇佐見裕輝,,,,,接触し落車
2720240429010007,2,欠,absent,松尾信太郎,,,,,当日欠場
2720240429010012,4,落,crash,福島武士,,,,,乗上げ落車
2720240429010012,7,落,crash,中村浩士,,,,,乗上げ落車
2720240429010012,2,失,disqualified,黒沢征治,,,,,押上げ落失
2720240429030002,7,欠,absent,伊早坂駿一,,,,,
2720240429030002,1,落,crash,近藤寛央,,,,S,
2720240429030002,6,失,disqualified,神開将暢,,,,,
2720240429030007,7,故,accident_finish,丸山貴秀,,,,,
2720240511030005,3,落,crash,岸川哲也,,,,,
2720240511030005,4,落,crash,宮内善光,,,,,
2720240511030005,1,失,disqualified,奥原亨,,,,,
2720240601010007,2,落,crash,黒滝大翔,,,,,
2720240601010007,5,落,crash,竹村達也,,,,S,
2720240601010007,7,落,crash,岡崎泰士,,,,,
2720240705010002,2,欠,absent,駒井大輔,,,,,当日欠場
2720240705010002,5,故,accident_finish,岡本翔,,,,S,接触し故障
2720240705010009,5,落,crash,山根泰道,,,,,３角絡んで
2720240705010009,2,失,disqualified,佐藤謙,,,,,斜行し３失
2720240810010001,4,落,crash,齋藤昌太,,,,,
2720240810010001,7,失,disqualified,清水正人,,,,,
2720240810010009,2,失,disqualified,岡田亮太,,,,,
2720240810020007,2,落,crash,野中祐志,,,,,
2720240819020002,4,落,crash,豊田美香,,,,,
2720240819020002,6,落,crash,本多優,,,,,
2720240819030002,6,欠,absent,倉岡慎太郎,,,,,
2720240825030011,1,落,crash,鈴木謙二,,,,,
2720240825030011,6,落,crash,坪内恒,,,,,
2720240917010004,4,落,crash,佐藤清之,,,,,乗上げ落車
2720240917010004,5,落,crash,伊藤世哉,,,,,接触し落車
2720240917010004,1,失,disqualified,伊藤彰規,,,,,押上げ落失
2720240917030004,2,落,crash,高橋秀吉,,,,,
2720240917030004,7,落,crash,鈴木豪,,,,,
2720240917030004,1,失,disqualified,松田優一,,,,,
2720241026010005,3,落,crash,小森貴大,,,,,接触し落車
2720241026010005,5,落,crash,岩本和也,,,,,乗上げ落車
2720241026010007,3,落,crash,鷲田佳史,,,,,遅れ割込む
2720241026010007,7,落,crash,真鍋顕汰,,,,,Ｂ接触落車
2720241026010007,5,失,disqualified,阿部力也,,,,,斜行し６失
2720241026020003,1,落,crash,内山雅貴,,,,,絡むも捲上
2720241026020003,7,落,crash,一戸康宏,,,,,内山絡まれ
2720241026020003,4,失,disqualified,大塚玲,,,,,押上げ３失
2720241026030003,6,落,crash,鈴木幸紀,,,,,接触し落車
2720241026030003,5,失,disqualified,金成和幸,,,,,斜行し４失
2720241026030008,6,落,crash,石丸寛之,,,,,絡んで落車
2720241026030008,7,落,crash,泉慶輔,,,,,絡んで落車
2720241026030009,9,落,crash,朝倉佳弘,,,,,接触し落車
2720241026030012,7,落,crash,平原康多,,,,,直線で落車
2720241026040009,4,故,accident_finish,西田優大,,,,,
2720241102030007,5,落,crash,中川繁樹,,,,,
2720241102030007,7,落,crash,川崎健次,,,,,
2720241102030007,1,失,disqualified,小原丈一郎,,,,B,
2720241116020012,7,失,disqualified,貴志修己,,,,,菊池叩合い
2720241116030007,4,落,crash,寺沼将彦,,,,,
2720241116030007,6,落,crash,松坂英司,,,,,
2720241130010001,7,落,crash,廣瀬裕道,,,,,
2720241218020002,1,落,crash,梅川風子,,,,S,
2720241218020002,2,落,crash,岡本二菜,,,,,
2720241218020002,7,落,crash,新井美菜,,,,,
2720241218020002,5,失,disqualified,池上あかり,,,,,
2720250111020007,2,落,crash,田中孝彦,,,,,
2720250111020007,5,落,crash,前川大輔,,,,,
2720250111020007,1,失,disqualified,林昌幸,,,,SB,
2720250127010004,6,失,disqualified,丸林一孝,,,,,押上げ落失
2720250127020009,1,落,crash,池田勇人,,,,S,番手で併走
2720250127020010,4,失,disqualified,海老根恵太,,,,,内抜き４失
2720250127020010,7,失,disqualified,高橋築,,,,,押上げ６失
2720250210030002,2,落,crash,服部竜二,,,,,
2720250210030002,7,失,disqualified,田中智也,,,,,
2720250228010009,1,落,crash,上田裕和,,,,,捲りに離れ
2720250307010009,6,落,crash,岡崎昭次,,,,,２角接触落
2720250307010009,2,故,accident_finish,日当泰之,,,,,内突き接触
2720250413020002,1,欠,absent,南和夫,,,,,
2720250413020007,4,失,disqualified,伊藤亮,,,,,
2720250504010003,3,落,crash,宮倉勇,,,,,
2720250504010003,2,失,disqualified,梅山英樹,,,,,
2720250504010007,2,落,crash,伊藤慶太郎,,,,,
2720250504010007,3,落,crash,尾崎剛,,,,,
2720250524010004,7,失,disqualified,松根真,,,,,押圧し６失
2720250524020001,3,落,crash,高橋佑輔,,,,,
2720250524020001,4,落,crash,朝日勇,,,,,
2720250524020010,1,欠,absent,河合佑弥,,,,,
2720250524020012,2,失,disqualified,青森伸也,,,,,
2720250524020012,3,故,accident_finish,池野健太,,,,,
2720250524030003,5,落,crash,植草亮介,,,,,
2720250524030003,3,失,disqualified,宇佐見優介,,,,,
2720250524030012,2,失,disqualified,大川剛,,,,,
2720250609010001,7,欠,absent,高田誠,,,,,当日欠場
2720250609020002,5,欠,absent,赤星俊光,,,,,当日欠場
2720250609020005,4,失,disqualified,吉村早耶香,,,,,斜行し４失
2720250609030007,5,落,crash,黒滝大翔,,,,,
2720250609030007,1,失,disqualified,織茂雄一郎,,,,S,
2720250609030011,5,落,crash,野中祐志,,,,,
2720250616020005,5,故,accident_finish,舟山佑京,,,,,
2720250616020009,2,落,crash,江連和洋,,,,,
2720250621030007,1,失,disqualified,細中翔太,,,,B,
2720250714030006,3,落,crash,池野健太,,,,,
2720250726020007,6,落,crash,富永益生,,,,,捲りに離れ
2720250726020007,3,失,disqualified,菅原裕太,,,,,カマシ離れ
2720250726020012,6,失,disqualified,鈴木輝大,,,,,絡まれ後退
2720250731010001,3,落,crash,野村純宏,,,,,乗上げ落車
2720250731010001,7,失,disqualified,堂村知哉,,,,,不注意落失
2720250812010004,5,落,crash,星野京旺,,,,,
2720250812010004,6,落,crash,富澤洋祐,,,,,
2720250812010004,4,失,disqualified,高橋由記,,,,,
2720250812030001,4,失,disqualified,小野祐作,,,,,
2720250812030009,2,失,disqualified,東矢昇太,,,,S,
2720250910020009,2,失,disqualified,表原周,,,,,蛇行で３失
2720251002010005,1,落,crash,塚本大樹,,,,,Ｇ前接触落
2720251002020002,8,故,accident_finish,菅谷隆司,,,,,接触し故障
2720251002020007,1,落,crash,吉田拓矢,,,,,乗上げ落車
2720251002020007,6,落,crash,野中祐志,,,,,接触し落車
2720251002020007,9,落,crash,鈴木竜士,,,,,Ｂ接触落車
2720251002020010,7,落,crash,菊地圭尚,,,,,接触し落車
2720251002030004,3,落,crash,飯嶋則之,,,,,絡んで落車
2720251002030012,3,失,disqualified,松浦悠士,,,,,①を押上げ
2720251002040009,6,落,crash,野口裕史,,,,,
2720251002040009,2,失,disqualified,椎木尾拓哉,,,,,
2720251002040012,6,落,crash,大川龍二,,,,,
2720251002040012,8,落,crash,新田祐大,,,,,
2720251002040012,1,失,disqualified,眞杉匠,,,,S,
2720251104010007,1,失,disqualified,峰重祐之介,,,,S,追上げ押圧
2720251104020010,2,落,crash,瀧野勝太,,,,,前輪払われ
2720251104020010,7,失,disqualified,副島和人,,,,,斜行し３失
2720251104030004,2,欠,absent,中瀬由真,,,,,
2720251104030005,6,欠,absent,柳充,,,,,
2720251113010005,4,落,crash,川路遥香,,,,,接触し落車
2720251113010011,6,欠,absent,阿部架惟都,,,,,当日欠場で
2720251113020003,4,落,crash,河野要,,,,,絡み落車し
2720251113020003,6,失,disqualified,梶原秀庸,,,,,競合い落車
2720251129010004,1,失,disqualified,猪俣康一,,,,,押圧し落失
2720260109010005,4,落,crash,菊地圭,,,,S,前輪払われ
2720260109010005,7,失,disqualified,曽我圭佑,,,,B,斜行し３失
2720260123020004,4,落,crash,菊池崇訓,,,,,
2720260123020004,7,落,crash,平澤秀信,,,,,
2720260129020004,2,落,crash,齋藤昌弘,,,,,
2720260129020004,4,落,crash,辻田祥大,,,,,
2720260301010010,5,落,crash,渡邉直弥,,,,,３番手取り
2720260401010002,6,欠,absent,小宮剛,,,,,当日欠場
2720260417010010,2,落,crash,黒沢征治,,,,,飛付き転倒
2720260417010010,5,落,crash,河野通孝,,,,,前に乗上げ
2720260417010012,1,落,crash,松浦悠士,,,,S,捲り煽受け
2720260417010012,2,落,crash,宿口陽一,,,,,離れ追上も
2720260417010012,6,落,crash,内藤宣彦,,,,,アンコ煽受
2720260417010012,7,落,crash,神山拓弥,,,,,内追上接触
2720260428020004,2,失,disqualified,椎名俊介,,,,,踏勝も斜行
2720260503010002,3,失,disqualified,上原直樹,,,,,押圧し１失
2720260503010009,4,失,disqualified,櫻川雅彦,,,,,内側追抜き
2720260503020002,1,落,crash,齋藤和也,,,,S,接触し落車
2720260503020002,3,落,crash,田崎良太郎,,,,,妨害受落車
2720260503020002,6,落,crash,木下章,,,,,捲り上げも
2720260503020002,7,失,disqualified,鳥丸晃順,,,,,４角押上げ
2720260511010007,4,失,disqualified,山田和巧,,,,,終審前落車
2720260511030008,3,落,crash,高橋梨香,,,,,
2720260511030008,4,落,crash,北岡マリア,,,,,
2720260518020011,5,落,crash,阿竹智史,,,,,
2720260518020011,7,落,crash,立部楓真,,,,,
2720260518030010,1,欠,absent,阿竹智史,,,,,
2720260610010004,6,欠,absent,大崎龍一郎,,,,,当日欠場
2720260610020003,6,落,crash,浦野慈生,,,,,道中で落車
2720260610020003,2,失,disqualified,光岡義洋,,,,,割り込まれ
2720260610020011,5,失,disqualified,張野幸聖,,,,,６番手不発
2720260617010001,1,,unknown_exception,阿部功,,,,,未実施抽選
2720260617010001,2,,unknown_exception,大西健士,,,,,未実施抽選
2720260617010001,3,,unknown_exception,松山桂輔,,,,,未実施抽選
2720260617010001,4,,unknown_exception,櫻井丈,,,,,未実施抽選
2720260617010001,6,,unknown_exception,瀬口匠,,,,,未実施抽選
2720260617010001,7,,unknown_exception,竹澤浩司,,,,,未実施抽選
2720260617010001,5,欠,absent,大塚城,,,,,未実施抽選
2720260617020008,5,落,crash,金子真也,,,,,終審で落車
2720260617020008,2,失,disqualified,島川将貴,,,,S,差すも失格
2720260623010003,1,欠,absent,須々田大昇,,,,,当日欠場
2720260623010010,4,落,crash,藤原清隆,,,,,接触し落車
2720260623010010,6,落,crash,米澤大輔,,,,,落車巻込れ
5620221231010008,4,落,crash,本郷雄三,,,,,２角で落車
5620221231020002,3,落,crash,大井啓世,,,,,体勢崩し落
5620221231020006,3,失,disqualified,山田裕哉,,,,,押上げ失格
5620221231030011,7,故,accident_finish,嘉永泰斗,,,,,
5620230126020009,2,失,disqualified,加藤寛治,,,,,
5620230126030001,7,欠,absent,萩原瑞生,,,,,
5620230209010003,7,落,crash,中西司,,,,,絡まれ落車
5620230209010003,6,失,disqualified,田村風起,,,,,外帯線内入
5620230214010008,2,落,crash,小埜正義,,,,,一周回落車
5620230214010011,7,落,crash,岡光良,,,,,Ｈ過ぎ落車
5620230214010012,6,失,disqualified,稲垣裕之,,,,,４角押上げ
5620230306020004,7,失,disqualified,光岡義洋,,,,,
5620230319010003,5,失,disqualified,井上将志,,,,,
5620230319020001,4,落,crash,齊藤紳一朗,,,,,
5620230319020001,6,失,disqualified,山本晋平,,,,,
5620230319020005,7,失,disqualified,藤田和彦,,,,,
5620230319030001,2,落,crash,早坂道義,,,,,
5620230319030001,6,落,crash,大松純二,,,,B,
5620230319030001,7,落,crash,橋口琢,,,,,
5620230319030009,1,失,disqualified,野村純宏,,,,,
5620230401020005,1,失,disqualified,中井護,,,,S,
5620230401020007,6,落,crash,菊谷信一,,,,,
5620230413030002,1,失,disqualified,木本賢二,,,,,
5620230519010001,5,失,disqualified,片山大輔,,,,,口空き切替
5620230519010005,2,失,disqualified,沼川夢久,,,,,追上内追抜
5620230519020012,2,欠,absent,長井妙樹,,,,,当日欠場
5620230519030005,3,落,crash,岸田剛,,,,,
5620230519030005,6,失,disqualified,大崎龍一郎,,,,,
5620230604010004,7,落,crash,奥原亨,,,,,バック落車
5620230604020003,3,欠,absent,笹倉慎也,,,,,当日欠場
5620230604020008,6,失,disqualified,重倉高史,,,,B,突張捲られ
5620230604030007,7,落,crash,島野浩司,,,,,
5620230613010007,3,失,disqualified,中本匠栄,,,,,外張り失格
5620230613020005,5,落,crash,大塚健一郎,,,,,絡み落車し
5620230613020005,6,落,crash,三谷将太,,,,,絡み落車し
5620230613020006,7,落,crash,吉田有希,,,,,張られ落車
5620230613020006,9,失,disqualified,松谷秀幸,,,,,外張り失格
5620230613030001,8,失,disqualified,久米良,,,,,目標捲られ
5620230613030003,1,失,disqualified,山口拳矢,,,,,４番手捲上
5620230613030003,7,故,accident_finish,清水裕友,,,,,打鐘で故障
5620230613030012,3,落,crash,小林莉子,,,,,Ｈ過ぎ落車
5620230613040005,1,落,crash,北津留翼,,,,,赤板過ぎ落
5620230613040005,5,落,crash,小川勇介,,,,,赤板過ぎ落
5620230613040005,6,落,crash,坂口晃輔,,,,S,赤板過ぎ落
5620230613040005,8,落,crash,谷口遼平,,,,,赤板過ぎ落
5620230613040012,1,落,crash,平原康多,,,,S,番手捲落車
5620230613040012,5,失,disqualified,新田祐大,,,,B,外併走捲る
5620230613060003,8,落,crash,堤洋,,,,,
5620230613060003,2,失,disqualified,谷口遼平,,,,S,
5620230704010008,3,落,crash,原井剣也,,,,,
5620230704010008,4,落,crash,山崎岳志,,,,,
5620230726010005,4,欠,absent,中島義之,,,,,当日欠場
5620230726030006,5,落,crash,伊藤のぞみ,,,,,
5620230802020010,4,落,crash,柳詰正宏,,,,,接触し落車
5620230802020010,5,落,crash,筒井敦史,,,,,接触し落車
5620230802020010,7,落,crash,阪本和也,,,,,内突き落車
5620230807010008,3,落,crash,高橋紀史,,,,,落車巻込れ
5620230807010008,7,落,crash,竹元健竜,,,,,金網に激突
5620230807010008,4,失,disqualified,西郷剛,,,,,金網に激突
5620230807010011,6,欠,absent,倉松涼,,,,,当日欠場
5620230807020006,2,,unknown_exception,吉田彰久,,,,,未実施抽選
5620230807020006,3,,unknown_exception,渡会啓介,,,,,未実施抽選
5620230807020006,4,,unknown_exception,菱田浩二,,,,,未実施抽選
5620230807020006,5,,unknown_exception,赤星俊光,,,,,未実施抽選
5620230807020006,1,欠,absent,高橋紀史,,,,,当日欠場
5620230807020011,6,失,disqualified,井上将志,,,,,④を押上げ
5620230807030001,5,欠,absent,葉狩伸泰,,,,,
5620230825030002,3,落,crash,丸林一孝,,,,,
5620231110010008,3,失,disqualified,塚本貴雄,,,,,直線内追抜
5620231202030009,6,失,disqualified,高橋隆太,,,,S,
5620240107020002,1,落,crash,大西健士,,,,S,絡んで落車
5620240107020002,5,落,crash,山田雅之,,,,,内から押上
5620240107020002,7,落,crash,荻野哲,,,,,追突し落車
5620240107030010,2,落,crash,神山拓弥,,,,,
5620240107030010,5,失,disqualified,脇本勇希,,,,B,
5620240129010002,1,失,disqualified,青山佐知男,,,,S,目標叩かれ
5620240129010005,1,欠,absent,吉川勇気,,,,,当日欠場し
5620240129020002,2,失,disqualified,金辺雄介,,,,,追上３番手
5620240205010001,7,落,crash,佐藤清之,,,,,Ｂ過ぎ落車
5620240205010001,1,失,disqualified,藤田真,,,,SB,内進入失格
5620240205020008,3,落,crash,表原周,,,,,赤板過接触
5620240205020011,3,落,crash,上田国広,,,,,３角乗上げ
5620240205020011,4,失,disqualified,佐々木眞也,,,,,飛付押上げ
5620240205030006,7,欠,absent,星野洋輝,,,,,
5620240328010001,3,失,disqualified,伊藤健詞,,,,S,Ｈ自落過失
5620240328010004,5,落,crash,水谷将司,,,,,牽制掬われ
5620240328020010,3,落,crash,瀬戸栄作,,,,,中団取合い
5620240328020010,4,落,crash,畑段嵐士,,,,,追上げ競合
5620240328020011,3,落,crash,井上昌己,,,,,ＢＳ乗上げ
5620240328020011,5,落,crash,林大悟,,,,,バック不利
5620240328020011,2,失,disqualified,伊代野貴照,,,,,バック斜行
5620240408010005,5,失,disqualified,住村実,,,,,切替競負け
5620240408030001,1,落,crash,川本恵二,,,,S,
5620240408030001,5,落,crash,長谷川裕一,,,,,
5620240408030002,4,失,disqualified,尾崎勝弘,,,,,
5620240418010001,5,失,disqualified,宮下潤,,,,,掬われ後退
5620240418010001,6,失,disqualified,白木正彦,,,,,追上げ押圧
5620240418010009,4,落,crash,山崎充央,,,,,絡まれ煽受
5620240418030002,1,落,crash,富澤洋祐,,,,,
5620240418030002,2,落,crash,高瀬卓,,,,,
5620240418030002,7,落,crash,小林大能,,,,,
5620240428020002,6,失,disqualified,長澤和光,,,,,
5620240428020005,1,落,crash,阪本正和,,,,S,
5620240428020005,4,落,crash,冨岡健一,,,,,
5620240428020005,7,落,crash,松尾大樹,,,,,
5620240526010001,3,落,crash,板根茜弥,,,,,
5620240526010001,2,失,disqualified,又多風緑,,,,,
5620240526010002,6,故,accident_finish,星野しほ,,,,,
5620240526010004,4,失,disqualified,近藤雄太,,,,,
5620240526010006,6,落,crash,木村勉,,,,,
5620240526020001,3,失,disqualified,比嘉真梨代,,,,,
5620240611020007,1,失,disqualified,坂井洋,,,,,新山を捲ず
5620240611040005,7,落,crash,岩本俊介,,,,,挟まれ落車
5620240611040005,9,失,disqualified,渡部幸訓,,,,,番手牽制も
5620240611040010,7,失,disqualified,山田庸平,,,,B,斜行し失格
5620240611040010,5,故,accident_finish,河端朋之,,,,,故障し棄権
5620240611050006,5,落,crash,橋本強,,,,,鐘過ぎ落車
5620240611050008,7,落,crash,小倉竜二,,,,,３半落車し
5620240611050010,7,失,disqualified,北津留翼,,,,,後方置かれ
5620240611060001,4,落,crash,柏野智典,,,,,
5620240611060001,9,失,disqualified,佐々木龍,,,,,
5620240611060008,6,落,crash,松村友和,,,,,
5620240611060008,1,失,disqualified,松浦悠士,,,,,
5620240611060010,9,落,crash,平原康多,,,,,
5620240628020004,1,落,crash,中石昌芳,,,,,
5620240628020004,2,落,crash,宝満大作,,,,S,
5620240628020004,4,落,crash,穴井利久,,,,,
5620240803010009,4,落,crash,荒澤貴史,,,,,ＨＳ妨害受
5620240803010009,1,失,disqualified,古賀勝大,,,,S,内降り接触
