race_id,combination,race_date,odds,estimated_payout,is_hit,hit_payout,hit_popularity,return_yen,direct_ticket_score,direct_expected_return,direct_ticket_rank,direct_expected_rank,month
2720260301030004,5-6-4,2026-03-03,30.3,3030,0,1370.0,3.0,0.0,0.9080023117302316,2751.247004542602,10,182,2026-03
2720260401010011,5-2-1,2026-04-01,30.6,3060,0,6600.0,24.0,0.0,0.911058146884012,2787.837929465077,10,194,2026-04
2720260401020004,1-5-7,2026-04-02,30.3,3030,0,1630.0,2.0,0.0,0.908094327337626,2751.525811833006,8,191,2026-04
2720260401020012,5-3-1,2026-04-02,30.5,3050,0,197800.0,157.0,0.0,0.9067798700305336,2765.678603593128,10,197,2026-04
2720260417010003,1-4-2,2026-04-17,30.4,3040,0,14750.0,45.0,0.0,0.9049216111568676,2750.9616979168773,9,200,2026-04
2720260417010007,2-1-3,2026-04-17,30.4,3040,0,30560.0,91.0,0.0,0.9038341930739464,2747.6559469447966,5,199,2026-04
2720260417010009,5-3-2,2026-04-17,30.0,3000,0,570.0,1.0,0.0,0.9104275036559288,2731.282510967786,6,151,2026-04
2720260428020002,7-3-5,2026-04-29,30.4,3040,0,15210.0,47.0,0.0,0.9157380309384182,2783.8436140527915,4,186,2026-04
2720260428020003,5-7-3,2026-04-29,30.7,3070,0,1390.0,4.0,0.0,0.9033941940433274,2773.4201757130154,9,183,2026-04
2720260428020009,7-3-4,2026-04-29,30.6,3060,0,1010.0,2.0,0.0,0.9089000782596406,2781.2342394745,9,192,2026-04
2720260428030008,5-1-7,2026-04-30,30.2,3020,0,18510.0,49.0,0.0,0.9050829423424844,2733.350485874302,9,182,2026-04
2720260503010003,5-2-1,2026-05-03,30.3,3030,1,3030.0,6.0,3030.0,0.9019649386824132,2732.953764207712,6,202,2026-05
2720260503010004,7-3-1,2026-05-03,30.3,3030,0,1100.0,4.0,0.0,0.9173418693843935,2779.545864234713,8,148,2026-05
2720260503020011,1-5-4,2026-05-04,30.7,3070,0,9480.0,23.0,0.0,0.9180718773448452,2818.480663448675,8,185,2026-05
2720260511010002,2-7-5,2026-05-11,30.4,3040,0,25290.0,47.0,0.0,0.9000914239022124,2736.2779286627256,10,197,2026-05
2720260511020003,3-7-4,2026-05-12,30.1,3010,0,2090.0,5.0,0.0,0.9004742188190566,2710.4273986453604,11,181,2026-05
2720260518020003,5-2-7,2026-05-19,30.3,3030,0,1870.0,4.0,0.0,0.9045169211288,2740.686271020264,10,200,2026-05
2720260518030001,6-3-1,2026-05-20,30.7,3070,0,4040.0,11.0,0.0,0.906250752317032,2782.1898096132886,6,201,2026-05
2720260525010003,1-2-6,2026-05-25,30.3,3030,0,3070.0,11.0,0.0,0.9070019289571514,2748.2158447401684,8,198,2026-05
2720260525020007,2-1-4,2026-05-26,30.1,3010,0,960.0,3.0,0.0,0.903670002212441,2720.0467066594474,9,198,2026-05
2720260610020006,7-5-2,2026-06-11,30.2,3020,0,2390.0,8.0,0.0,0.9156491857337216,2765.260540915839,10,158,2026-06
2720260617010007,2-7-4,2026-06-17,30.5,3050,0,720.0,2.0,0.0,0.9198518003817556,2805.5479911643547,5,181,2026-06
2720260617030002,4-2-7,2026-06-19,30.4,3040,0,260.0,1.0,0.0,0.9021285585659994,2742.4708180406383,7,193,2026-06
2720260617030004,3-7-4,2026-06-19,30.4,3040,0,180.0,1.0,0.0,0.9096640301871372,2765.378651768897,6,122,2026-06
2720260623020008,4-5-7,2026-06-24,30.3,3030,0,650.0,2.0,0.0,0.9066585763303224,2747.1754862808766,8,196,2026-06
2720260623030003,3-7-1,2026-06-25,30.5,3050,0,7370.0,26.0,0.0,0.9017226359785836,2750.25403973468,8,201,2026-06
2820260104010001,7-1-9,2026-01-04,30.2,3020,0,7510.0,29.0,0.0,0.901440307718166,2722.349729308861,2,371,2026-01
2820260104010006,9-2-8,2026-01-04,30.5,3050,0,3080.0,7.0,0.0,0.9064359713057816,2764.629712482634,4,381,2026-01
2820260104030008,2-5-6,2026-01-06,30.5,3050,0,1720.0,2.0,0.0,0.9107494951903482,2777.785960330562,7,439,2026-01
2820260112020005,3-5-2,2026-01-13,30.0,3000,0,1240.0,5.0,0.0,0.9193847012609394,2758.1541037828183,9,177,2026-01
2820260209020003,5-2-4,2026-02-10,30.2,3020,0,1650.0,3.0,0.0,0.9067474393313184,2738.377266780581,8,197,2026-02
2820260209030002,3-1-5,2026-02-11,30.3,3030,1,3030.0,8.0,3030.0,0.9120396781814508,2763.4802248897963,7,200,2026-02
2820260322030004,2-5-1,2026-03-24,30.7,3070,0,9430.0,31.0,0.0,0.9146941093898916,2808.110915826968,6,200,2026-03
2820260328020002,7-1-2,2026-03-29,30.6,3060,0,8060.0,18.0,0.0,0.90539096078662,2770.4963400070574,5,169,2026-03
2820260328030001,2-7-1,2026-03-30,30.0,3000,0,790.0,2.0,0.0,0.9287619403750044,2786.2858211250136,6,169,2026-03
3120260111010001,1-2-6,2026-01-11,30.3,3030,0,1650.0,7.0,0.0,0.9015977495514752,2731.84118114097,8,136,2026-01
3120260111010005,3-1-2,2026-01-11,30.7,3070,0,10290.0,30.0,0.0,0.9034137430664004,2773.480191213849,9,157,2026-01
3120260121020009,2-4-6,2026-01-22,30.1,3010,0,1760.0,3.0,0.0,0.9029448590674588,2717.8640257930515,7,204,2026-01
3120260121030006,3-7-5,2026-01-23,30.6,3060,0,1350.0,3.0,0.0,0.9195355445616056,2813.778766358513,5,192,2026-01
3120260127030002,1-5-7,2026-01-29,30.6,3060,0,22970.0,96.0,0.0,0.9230673657551344,2824.586139210711,4,202,2026-01
3120260127030005,4-1-3,2026-01-29,30.2,3020,0,620.0,1.0,0.0,0.9088210385251556,2744.6395363459696,5,205,2026-01
3120260127030007,3-2-7,2026-01-29,30.3,3030,1,3030.0,5.0,3030.0,0.9097138722966136,2756.433033058739,1,202,2026-01
3120260204020001,7-3-4,2026-02-05,30.1,3010,0,3840.0,12.0,0.0,0.9153713144497057,2755.267656493614,8,201,2026-02
3120260204030007,2-5-7,2026-02-06,30.3,3030,0,2260.0,5.0,0.0,0.9042686071619326,2739.933879700656,7,200,2026-02
3120260304020004,5-1-6,2026-03-05,30.6,3060,0,930.0,2.0,0.0,0.918261059525366,2809.87884214762,6,192,2026-03
3120260316020002,1-4-5,2026-03-17,30.6,3060,0,670.0,3.0,0.0,0.9056712778089407,2771.354110095359,9,191,2026-03
3120260316030008,1-4-6,2026-03-18,30.1,3010,0,4910.0,16.0,0.0,0.9014253100072702,2713.2901831218837,10,199,2026-03
3120260416020001,1-5-2,2026-04-17,30.1,3010,0,1430.0,5.0,0.0,0.92017006910445,2769.7119080043944,6,100,2026-04
3120260416020004,1-4-3,2026-04-17,30.5,3050,0,8950.0,24.0,0.0,0.9069971687067911,2766.3413645557134,6,183,2026-04
3120260531010009,5-7-1,2026-05-31,30.2,3020,0,1730.0,4.0,0.0,0.9031669931280214,2727.564319246625,10,197,2026-05
3120260531010012,2-3-5,2026-05-31,30.5,3050,0,1060.0,1.0,0.0,0.9041270118740372,2757.5873862158137,4,203,2026-05
3120260615030008,1-6-2,2026-06-17,30.5,3050,0,5320.0,18.0,0.0,0.9184167523654808,2801.1710947147167,9,196,2026-06
3120260615030009,6-1-3,2026-06-17,30.2,3020,0,8640.0,29.0,0.0,0.90996893045147,2748.1061699634392,5,190,2026-06
3120260625020002,2-4-3,2026-06-26,30.5,3050,0,5740.0,17.0,0.0,0.9074691749774828,2767.7809836813226,8,191,2026-06
3120260625020010,2-7-4,2026-06-26,30.0,3000,0,9000.0,34.0,0.0,0.9003861941350161,2701.158582405048,5,203,2026-06
3520260108020001,4-2-6,2026-01-09,30.3,3030,0,8160.0,21.0,0.0,0.9096681749475736,2756.294570091148,7,204,2026-01
3520260108020007,7-2-6,2026-01-09,30.2,3020,0,5930.0,17.0,0.0,0.9169129093701592,2769.0769862978805,5,204,2026-01
3520260114010007,1-2-6,2026-01-14,30.4,3040,0,46620.0,48.0,0.0,0.9007805679254884,2738.372926493485,6,199,2026-01
3520260114010009,4-3-5,2026-01-14,30.7,3070,0,8770.0,35.0,0.0,0.905205527884629,2778.9809706058118,2,206,2026-01
3520260114020002,1-2-5,2026-01-15,30.1,3010,0,2420.0,7.0,0.0,0.9041109818106686,2721.3740552501126,9,169,2026-01
3520260114020009,2-5-3,2026-01-15,30.6,3060,0,17370.0,65.0,0.0,0.908146223419752,2778.9274436644414,5,203,2026-01
3520260209010006,1-4-3,2026-02-09,30.4,3040,0,1740.0,8.0,0.0,0.9030109821257484,2745.153385662275,13,93,2026-02
3520260209010009,5-2-4,2026-02-09,30.3,3030,0,12140.0,38.0,0.0,0.9024183010201928,2734.327452091185,9,196,2026-02
3520260209010010,4-1-5,2026-02-09,30.2,3020,0,9240.0,30.0,0.0,0.9047553348269588,2732.361111177416,7,196,2026-02
3520260209020001,7-1-3,2026-02-10,30.0,3000,0,55980.0,147.0,0.0,0.9209802883843694,2762.940865153108,4,205,2026-02
3520260209020009,1-5-2,2026-02-10,30.5,3050,0,16140.0,61.0,0.0,0.9074761504034236,2767.802258730442,4,202,2026-02
3520260209020010,2-3-1,2026-02-10,30.1,3010,0,6380.0,24.0,0.0,0.9087586547945012,2735.363550931449,6,200,2026-02
3520260209030009,1-5-3,2026-02-11,30.5,3050,0,2200.0,7.0,0.0,0.9197874814508274,2805.351818425024,8,190,2026-02
3520260223030005,7-2-4,2026-02-25,30.5,3050,0,14260.0,55.0,0.0,0.9067354055920568,2765.5429870557728,4,207,2026-02
3520260329010006,2-4-1,2026-03-29,30.0,3000,0,7700.0,22.0,0.0,0.9077480643440584,2723.244193032175,7,189,2026-03
3520260329020001,2-1-5,2026-03-30,30.1,3010,0,300.0,1.0,0.0,0.9072533409954664,2730.832556396354,9,97,2026-03
3520260329020001,1-3-4,2026-03-30,30.0,3000,0,300.0,1.0,0.0,0.9037591976551004,2711.277592965301,10,99,2026-03
3520260329030008,1-4-3,2026-03-31,30.1,3010,0,9400.0,26.0,0.0,0.908612282106345,2734.9229691400988,7,166,2026-03
3520260407010005,1-4-3,2026-04-07,30.1,3010,0,38140.0,88.0,0.0,0.900130251028469,2709.3920555956915,8,203,2026-04
3520260407020004,1-5-2,2026-04-08,30.6,3060,0,2020.0,5.0,0.0,0.9091695953946408,2782.058961907601,7,135,2026-04
3520260423010011,7-4-3,2026-04-23,30.0,3000,0,8600.0,35.0,0.0,0.9065750877388644,2719.7252632165937,5,184,2026-04
3520260423020005,1-7-2,2026-04-24,30.3,3030,0,3780.0,12.0,0.0,0.9021790682155666,2733.6025766931666,9,51,2026-04
3520260423030007,7-1-3,2026-04-25,30.6,3060,1,3060.0,8.0,3060.0,0.9015037885750748,2758.601593039729,7,202,2026-04
3520260423030011,6-2-3,2026-04-25,30.6,3060,0,4610.0,12.0,0.0,0.9018236454979608,2759.5803552237603,8,163,2026-04
3520260501010005,5-3-7,2026-05-01,30.1,3010,0,4990.0,10.0,0.0,0.9093301235222048,2737.0836718018363,4,477,2026-05
3520260501010006,2-9-7,2026-05-01,30.0,3000,0,6220.0,19.0,0.0,0.90523878535911,2715.7163560773297,6,488,2026-05
3520260501010007,1-5-6,2026-05-01,30.3,3030,0,3290.0,12.0,0.0,0.910821783570024,2759.7900042171727,7,429,2026-05
3520260501020003,3-7-2,2026-05-02,30.2,3020,0,4630.0,10.0,0.0,0.9127322510510134,2756.4513981740606,4,495,2026-05
3520260501030003,2-8-9,2026-05-03,30.1,3010,0,7830.0,26.0,0.0,0.9121563679563032,2745.590667548473,2,473,2026-05
3520260522010002,5-1-6,2026-05-22,30.3,3030,0,8320.0,33.0,0.0,0.91345528851228,2767.769524192209,7,187,2026-05
3520260522010007,3-2-4,2026-05-22,30.5,3050,0,5670.0,18.0,0.0,0.9058484162935247,2762.8376696952505,8,134,2026-05
3520260522030004,6-5-4,2026-05-24,30.0,3000,1,3000.0,8.0,3000.0,0.9131288787128272,2739.386636138481,6,185,2026-05
3520260522030006,6-3-1,2026-05-24,30.6,3060,0,1540.0,2.0,0.0,0.9011937841251312,2757.652979422901,9,124,2026-05
3520260522030010,4-1-7,2026-05-24,30.3,3030,0,1070.0,3.0,0.0,0.9133762388509842,2767.530003718482,8,105,2026-05
3520260603010007,1-2-5,2026-06-03,30.2,3020,0,2360.0,6.0,0.0,0.9041877719156344,2730.647071185216,7,130,2026-06
3520260619010007,3-4-6,2026-06-19,30.5,3050,0,12690.0,36.0,0.0,0.9166285236630658,2795.7169971723506,7,201,2026-06
3520260619020005,2-1-5,2026-06-20,30.7,3070,0,2470.0,8.0,0.0,0.9157433663093728,2811.332134569775,9,200,2026-06
3520260619030001,1-5-7,2026-06-21,30.3,3030,0,15510.0,51.0,0.0,0.9149166213428634,2772.1973626688764,6,204,2026-06
3520260619030006,7-3-4,2026-06-21,30.4,3040,0,12570.0,42.0,0.0,0.9292973184069838,2825.063847957231,6,123,2026-06
3620260103010004,4-1-5,2026-01-03,30.2,3020,0,840.0,2.0,0.0,0.9005861026247158,2719.7700299266417,10,195,2026-01
3620260125010001,1-5-6,2026-01-25,30.5,3050,0,3210.0,9.0,0.0,0.9008791611678266,2747.681441561871,7,198,2026-01
3620260125010010,7-2-3,2026-01-25,30.1,3010,0,5950.0,13.0,0.0,0.9025227238021516,2716.593398644477,10,199,2026-01
3620260125020007,2-1-3,2026-01-26,30.2,3020,0,113350.0,140.0,0.0,0.9026861201477208,2726.112082846117,9,192,2026-01
3620260125020010,7-1-5,2026-01-26,30.7,3070,0,5380.0,14.0,0.0,0.9021247541501696,2769.5229952410205,8,202,2026-01
3620260125030012,1-4-7,2026-01-27,30.2,3020,0,800.0,1.0,0.0,0.9040155185517572,2730.1268660263063,9,201,2026-01
3620260216010007,7-1-4,2026-02-16,30.2,3020,0,410.0,1.0,0.0,0.90182583472733,2723.5140208765365,11,121,2026-02
3620260216020007,4-6-5,2026-02-17,30.1,3010,0,300.0,1.0,0.0,0.9008858272042564,2711.666339884812,10,107,2026-02
3620260225010007,4-3-5,2026-02-25,30.1,3010,0,870.0,1.0,0.0,0.901400547837769,2713.2156489916847,12,194,2026-02
3620260303030002,1-4-5,2026-03-05,30.1,3010,0,9940.0,39.0,0.0,0.9097063465083864,2738.216102990243,9,190,2026-03
3620260308010007,7-4-5,2026-03-08,30.4,3040,1,3040.0,10.0,3040.0,0.9024211539118304,2743.360307891964,10,200,2026-03
3620260308020002,1-6-2,2026-03-09,30.6,3060,0,5730.0,16.0,0.0,0.920255645254214,2815.982274477895,6,193,2026-03
3620260308030008,1-3-5,2026-03-10,30.5,3050,0,12560.0,45.0,0.0,0.9084555210665692,2770.789339253036,4,204,2026-03
3620260316020009,7-2-4,2026-03-17,30.5,3050,0,62890.0,120.0,0.0,0.9024827431082552,2752.572366480178,6,201,2026-03
3620260316030011,1-4-7,2026-03-18,30.4,3040,0,4720.0,16.0,0.0,0.9085458505040244,2761.979385532234,9,197,2026-03
3620260316030012,2-7-4,2026-03-18,30.1,3010,0,1000.0,1.0,0.0,0.9010567394497304,2712.180785743689,6,203,2026-03
3620260326010002,2-5-4,2026-03-26,30.7,3070,0,117910.0,145.0,0.0,0.902936272627904,2772.014356967665,7,199,2026-03
3620260326020003,1-5-6,2026-03-27,30.0,3000,0,3140.0,9.0,0.0,0.907047646676469,2721.142940029407,5,201,2026-03
3620260401020006,6-1-3,2026-04-02,30.6,3060,0,46710.0,46.0,0.0,0.907403267178034,2776.653997564784,11,128,2026-04
3620260409010003,7-1-6,2026-04-09,30.7,3070,0,274850.0,184.0,0.0,0.9018716771493824,2768.746048848604,6,203,2026-04
3620260409010006,1-4-3,2026-04-09,30.2,3020,0,12040.0,40.0,0.0,0.9166236494534,2768.203421349268,6,196,2026-04
3620260409020011,1-7-2,2026-04-10,30.3,3030,0,200.0,1.0,0.0,0.9092520543082976,2755.033724554142,7,169,2026-04
3620260510010003,3-4-7,2026-05-10,30.3,3030,0,540.0,1.0,0.0,0.9021532447079862,2733.524331465198,7,152,2026-05
3620260510030004,2-1-4,2026-05-12,30.3,3030,0,17600.0,45.0,0.0,0.9064531362253162,2746.5530027627083,10,201,2026-05
3620260510030007,4-7-1,2026-05-12,30.4,3040,0,6530.0,29.0,0.0,0.9116801074291246,2771.507526584539,7,173,2026-05
3620260515010004,4-1-7,2026-05-15,30.3,3030,0,8620.0,27.0,0.0,0.9191338950516892,2784.975702006618,12,159,2026-05
3620260515010010,2-4-7,2026-05-15,30.0,3000,0,53730.0,91.0,0.0,0.9062237397062408,2718.671219118722,10,186,2026-05
3620260515020010,5-4-7,2026-05-16,30.5,3050,0,25460.0,78.0,0.0,0.9245018692708108,2819.7307012759725,7,193,2026-05
3620260515030007,3-4-1,2026-05-17,30.5,3050,0,13280.0,31.0,0.0,0.915905753719134,2793.512548843358,8,101,2026-05
3620260531020007,1-7-2,2026-06-01,30.1,3010,0,8130.0,24.0,0.0,0.9005767961917533,2710.736156537177,8,196,2026-06
3620260531030002,2-5-6,2026-06-02,30.5,3050,0,4110.0,21.0,0.0,0.9095259951122444,2774.0542850923457,11,102,2026-06
3620260614020006,4-7-2,2026-06-15,30.6,3060,0,11130.0,22.0,0.0,0.9160440693520048,2803.0948522171348,10,159,2026-06
3620260622010011,2-7-3,2026-06-22,30.6,3060,0,41100.0,77.0,0.0,0.9014958621663396,2758.577338228999,10,193,2026-06
3620260622020009,4-2-1,2026-06-23,30.4,3040,0,7900.0,20.0,0.0,0.9001779328795855,2736.54091595394,6,203,2026-06
3720260116020008,4-1-6,2026-01-17,30.5,3050,0,5980.0,40.0,0.0,0.9359934054039816,2854.7798864821434,6,152,2026-01
3720260125010007,1-4-3,2026-01-25,30.6,3060,0,20240.0,73.0,0.0,0.9042296758512544,2766.9428081048386,7,200,2026-01
3720260125010011,3-7-4,2026-01-25,30.6,3060,0,9810.0,32.0,0.0,0.9049355819176664,2769.10288066806,6,204,2026-01
3720260125020002,1-4-6,2026-01-26,30.2,3020,0,13600.0,24.0,0.0,0.9021108577486412,2724.374790400897,7,163,2026-01
3720260125030003,4-2-7,2026-01-27,30.4,3040,0,1090.0,2.0,0.0,0.9006225519086097,2737.892557802173,7,197,2026-01
3720260125030011,7-4-3,2026-01-27,30.5,3050,0,1510.0,4.0,0.0,0.9152709941669,2791.576532209045,6,191,2026-01
3720260201010002,4-5-2,2026-02-01,30.6,3060,0,400.0,1.0,0.0,0.911672278615698,2789.7171725640355,7,195,2026-02
3720260201020004,3-1-4,2026-02-02,30.5,3050,0,2220.0,5.0,0.0,0.9002293898273079,2745.699638973289,7,155,2026-02
3720260201030005,4-5-2,2026-02-03,30.7,3070,1,3070.0,8.0,3070.0,0.9284466765968048,2850.331297152191,6,161,2026-02
3720260207010003,4-5-3,2026-02-07,30.6,3060,0,4390.0,17.0,0.0,0.915295613781052,2800.804578170019,10,195,2026-02
3720260207010007,1-6-2,2026-02-07,30.7,3070,0,1950.0,5.0,0.0,0.9057634114193964,2780.6936730575467,9,94,2026-02
3720260220020004,1-7-4,2026-02-21,30.4,3040,0,4720.0,17.0,0.0,0.9153478765604268,2782.657544743698,7,163,2026-02
3720260220030001,4-2-1,2026-02-22,30.4,3040,0,2030.0,4.0,0.0,0.9143215883800796,2779.5376286754417,7,186,2026-02
3720260220030007,3-4-2,2026-02-22,30.7,3070,0,1550.0,6.0,0.0,0.9135065987344344,2804.465258114714,10,99,2026-02
3720260304020002,3-7-1,2026-03-05,30.5,3050,1,3050.0,9.0,3050.0,0.9023101272813626,2752.045888208156,7,191,2026-03
3720260304020004,1-2-5,2026-03-05,30.6,3060,0,6330.0,23.0,0.0,0.9102151164381752,2785.2582563008164,7,199,2026-03
3720260304020004,5-1-2,2026-03-05,30.4,3040,0,6330.0,23.0,0.0,0.9071075845154364,2757.6070569269264,8,200,2026-03
3720260304020010,2-4-1,2026-03-05,30.3,3030,0,8060.0,27.0,0.0,0.9019464857520908,2732.897851828835,7,202,2026-03
3720260304030012,5-6-2,2026-03-06,30.0,3000,0,98770.0,183.0,0.0,0.9176162605262812,2752.8487815788435,8,200,2026-03
3720260329010006,6-1-2,2026-03-29,30.3,3030,0,390.0,1.0,0.0,0.9148310861190876,2771.9381909408357,9,94,2026-03
3720260329010012,4-1-5,2026-03-29,30.4,3040,0,18740.0,57.0,0.0,0.9119338991488798,2772.2790534125947,6,199,2026-03
3720260329020012,1-6-2,2026-03-30,30.4,3040,0,1200.0,3.0,0.0,0.9166294468285344,2786.5535183587444,10,106,2026-03
3720260329030002,3-1-5,2026-03-31,30.5,3050,0,460.0,1.0,0.0,0.9094787325690484,2773.910134335598,7,200,2026-03
3720260402010001,3-7-6,2026-04-02,30.0,3000,0,11630.0,34.0,0.0,0.9028582246098038,2708.5746738294115,6,417,2026-04
3720260402010007,7-2-1,2026-04-02,30.7,3070,0,1080.0,1.0,0.0,0.9020944310756246,2769.4299034021674,6,365,2026-04
3720260402030001,7-3-4,2026-04-04,30.4,3040,0,1240.0,2.0,0.0,0.9135760126569646,2777.2710784771725,5,194,2026-04
3720260402040001,3-4-7,2026-04-05,30.7,3070,0,960.0,2.0,0.0,0.9150278890894792,2809.135619504701,6,200,2026-04
3720260402040001,3-2-7,2026-04-05,30.7,3070,0,960.0,2.0,0.0,0.9023570768974264,2770.236226075099,7,201,2026-04
3720260402040002,7-3-5,2026-04-05,30.5,3050,0,5550.0,13.0,0.0,0.9277406422173856,2829.6089587630263,3,316,2026-04
3720260402040005,5-7-2,2026-04-05,30.5,3050,0,1380.0,1.0,0.0,0.9138086868396128,2787.11649486082,3,273,2026-04
3720260413020001,4-1-2,2026-04-14,30.3,3030,0,1870.0,5.0,0.0,0.9013697123764388,2731.150228500609,8,187,2026-04
3720260413020009,2-3-4,2026-04-14,30.3,3030,0,2410.0,5.0,0.0,0.9098592355077172,2756.873483588383,7,186,2026-04
3720260413020011,3-1-7,2026-04-14,30.3,3030,0,9840.0,29.0,0.0,0.9217849186558748,2793.0083035273005,7,139,2026-04
3720260413030003,1-4-3,2026-04-15,30.1,3010,0,4870.0,30.0,0.0,0.9028803204693516,2717.6697646127486,5,206,2026-04
3720260413030009,5-3-6,2026-04-15,30.4,3040,0,16590.0,49.0,0.0,0.9118142440270736,2771.9153018423035,8,202,2026-04
3720260418010006,2-4-5,2026-04-18,30.3,3030,0,4660.0,15.0,0.0,0.9054972271068572,2743.656598133777,9,183,2026-04
3720260418020002,5-1-4,2026-04-19,30.6,3060,0,11020.0,28.0,0.0,0.9125964942741476,2792.545272478892,10,51,2026-04
3720260418020006,7-1-2,2026-04-19,30.5,3050,0,14350.0,37.0,0.0,0.9042862763972004,2758.073143011461,11,151,2026-04
3720260418030003,5-3-1,2026-04-20,30.4,3040,0,620.0,2.0,0.0,0.9095663018682588,2765.081557679507,6,195,2026-04
3720260428020004,4-3-1,2026-04-29,30.5,3050,0,2510.0,5.0,0.0,0.9048452367337048,2759.7779720378,7,198,2026-04
3720260428020005,1-4-2,2026-04-29,30.2,3020,0,13840.0,50.0,0.0,0.9058751096113666,2735.742831026327,4,186,2026-04
3720260428020007,2-1-5,2026-04-29,30.5,3050,0,7190.0,28.0,0.0,0.9003873720155772,2746.1814846475104,4,207,2026-04
3720260428030006,6-1-4,2026-04-30,30.5,3050,0,2980.0,8.0,0.0,0.9154797718395756,2792.213304110706,8,202,2026-04
3720260511010004,7-5-3,2026-05-11,30.5,3050,0,10500.0,20.0,0.0,0.9011895951187652,2748.6282651122337,8,117,2026-05
3720260511010008,3-2-4,2026-05-11,30.3,3030,0,7530.0,24.0,0.0,0.9032601022327532,2736.878109765242,8,199,2026-05
3720260511010009,1-7-4,2026-05-11,30.2,3020,0,5400.0,19.0,0.0,0.9070080668742916,2739.164361960361,10,200,2026-05
3720260511020002,1-4-6,2026-05-12,30.5,3050,0,1700.0,4.0,0.0,0.9268289075914622,2826.82816815396,8,165,2026-05
3720260511020003,4-5-3,2026-05-12,30.0,3000,0,5200.0,22.0,0.0,0.9139394328665588,2741.818298599677,7,188,2026-05
3720260511020007,7-3-4,2026-05-12,30.6,3060,0,18160.0,59.0,0.0,0.9085747170583264,2780.238634198479,5,202,2026-05
3720260511030002,5-2-7,2026-05-13,30.6,3060,0,280.0,1.0,0.0,0.929167286005724,2843.2518951775155,8,142,2026-05
3720260511030006,1-5-7,2026-05-13,30.0,3000,0,5530.0,15.0,0.0,0.9114826563013408,2734.4479689040227,6,204,2026-05
3720260511030006,2-7-1,2026-05-13,30.3,3030,0,5530.0,15.0,0.0,0.9085362775920132,2752.8649211038,7,203,2026-05
3720260519030005,6-1-5,2026-05-21,30.7,3070,0,91020.0,195.0,0.0,0.9144699721136496,2807.4228143889045,3,203,2026-05
3720260519030008,1-2-4,2026-05-21,30.4,3040,0,13140.0,45.0,0.0,0.9010638013986522,2739.233956251903,10,185,2026-05
3720260528010004,4-7-2,2026-05-28,30.0,3000,0,670.0,3.0,0.0,0.9105539947070008,2731.661984121002,10,138,2026-05
3720260528010011,1-6-5,2026-05-28,30.5,3050,0,7290.0,21.0,0.0,0.9357096905002692,2853.914556025821,10,194,2026-05
3720260607010002,7-4-1,2026-06-07,30.0,3000,1,3000.0,8.0,3000.0,0.9098567532202032,2729.5702596606097,8,192,2026-06
3720260607010002,4-1-7,2026-06-07,30.2,3020,0,3000.0,8.0,0.0,0.9070607325683888,2739.3234123565344,9,191,2026-06
3720260607010004,7-1-2,2026-06-07,30.3,3030,0,51350.0,51.0,0.0,0.9097119985923184,2756.4273557347246,8,145,2026-06
3720260607020005,5-4-1,2026-06-08,30.4,3040,0,2560.0,5.0,0.0,0.9011130620175738,2739.3837085334244,6,204,2026-06
3720260607030007,4-1-3,2026-06-09,30.3,3030,0,16500.0,34.0,0.0,0.9005752214951084,2728.7429211301783,8,193,2026-06
3720260607030008,1-2-4,2026-06-09,30.0,3000,0,490.0,1.0,0.0,0.9087311998248836,2726.1935994746505,10,195,2026-06
3720260613010001,7-3-4,2026-06-13,30.7,3070,0,7320.0,34.0,0.0,0.9106924614457887,2795.825856638572,7,192,2026-06
3720260613010001,2-5-6,2026-06-13,30.5,3050,0,7320.0,34.0,0.0,0.9074285938760528,2767.6572113219613,8,193,2026-06
3720260613010003,5-2-4,2026-06-13,30.3,3030,0,1670.0,3.0,0.0,0.9068134025620334,2747.644609762961,5,193,2026-06
3720260613020011,5-1-7,2026-06-14,30.2,3020,0,6330.0,24.0,0.0,0.9158124705506973,2765.753661063105,4,197,2026-06
3720260613030001,4-5-3,2026-06-15,30.0,3000,0,3370.0,14.0,0.0,0.9028487643842577,2708.546293152773,10,194,2026-06
3720260613030003,2-5-7,2026-06-15,30.2,3020,0,15710.0,58.0,0.0,0.9012195979966682,2721.683185949938,4,204,2026-06
3820260101020006,1-3-4,2026-01-02,30.6,3060,0,1890.0,3.0,0.0,0.913519097628088,2795.36843874195,8,108,2026-01
3820260101030003,7-5-4,2026-01-03,30.5,3050,0,4690.0,10.0,0.0,0.9283057564341116,2831.3325571240407,5,197,2026-01
3820260131010001,6-1-4,2026-01-31,30.5,3050,0,19490.0,74.0,0.0,0.9069241513327344,2766.1186615648394,3,205,2026-01
3820260131010011,7-1-3,2026-01-31,30.6,3060,0,420.0,1.0,0.0,0.9036052258262506,2765.031991028327,6,198,2026-01
3820260212010004,7-2-9,2026-02-12,30.6,3060,0,2900.0,6.0,0.0,0.9073912984904174,2776.617373380677,6,495,2026-02
3820260212020003,5-1-9,2026-02-13,30.6,3060,0,5440.0,13.0,0.0,0.9073973745144628,2776.635966014256,5,497,2026-02
3820260310030003,1-4-5,2026-03-12,30.1,3010,0,6500.0,18.0,0.0,0.9059198809990604,2726.818841807172,7,203,2026-03
3820260323020004,7-5-4,2026-03-24,30.7,3070,0,780.0,3.0,0.0,0.9151999855686186,2809.6639556956598,8,196,2026-03
